Postcode,Total,Not Approved,Booked,Approved,Active,Discharged,Discharged Patient,HOLD,Inactive - Active,Inactive - Approved,Inactive - Booked,Inactive - NA
Myrtle Bank,1,0,0,0,1,0,0,0,0,0,0,0
Nagle,1,0,0,0,0,0,0,0,0,0,1,0
Nairne  5252,1,0,0,0,1,0,0,0,0,0,0,0
Nandaly,1,0,0,0,0,0,0,0,0,0,1,0
Nangus,1,0,0,0,0,0,0,0,0,0,1,0
Nangwarry,1,0,0,0,0,0,0,0,1,0,0,0
Nankin,1,0,0,0,1,0,0,0,0,0,0,0
Narembeen,1,0,0,0,0,0,0,0,0,0,0,1
Naremburn,1,0,0,0,0,0,0,0,1,0,0,0
Narre Wareen,1,0,0,0,0,0,0,0,0,0,0,1
Narre Warren Nth,1,0,0,0,1,0,0,0,0,0,0,0
Narrung,1,0,0,0,0,1,0,0,0,0,0,0
Nashdale,1,0,0,0,0,1,0,0,0,0,0,0
Nathan,1,0,0,0,0,0,0,0,0,0,1,0
Neath,1,0,0,0,0,1,0,0,0,0,0,0
Neautral Bay,1,0,0,0,0,0,0,0,0,0,1,0
Nerrina,1,0,0,0,0,0,0,0,1,0,0,0
Netherby,1,0,0,0,0,1,0,0,0,0,0,0
Netley,1,0,0,0,0,0,0,0,1,0,0,0
"New Auckland , Gladstone",1,0,0,0,0,1,0,0,0,0,0,0
New Auckland Gladstone,1,0,0,0,0,0,1,0,0,0,0,0
New Berrima,1,0,0,0,1,0,0,0,0,0,0,0
"New Farm,",1,0,0,0,0,0,0,0,0,0,0,1
New Gisborne,1,0,0,0,1,0,0,0,0,0,0,0
New Mapoon,1,0,0,0,0,0,0,0,1,0,0,0
Newee Creek,1,0,0,0,0,0,0,0,1,0,0,0
Newham,1,0,0,0,0,0,0,0,0,0,0,1
Newhaven,1,0,0,0,0,0,0,0,0,0,1,0
Newhnam,1,0,0,0,0,0,0,0,0,0,0,1
Newlands Arm,1,0,0,0,0,0,0,0,1,0,0,0
Newnhan,1,0,0,0,0,0,0,0,0,0,0,1
Newnorfolk,1,0,0,0,0,0,0,0,1,0,0,0
"Newport Beach, Newport",1,0,0,0,0,0,0,0,1,0,0,0
Newport Beach;Nsw,1,0,0,0,0,0,0,0,0,0,0,1
Newrybar,1,0,0,0,0,0,0,0,0,0,0,1
Newtown;Vic,1,0,0,0,0,0,0,0,1,0,0,0
Niangala,1,0,0,0,0,0,0,0,0,0,0,1
Nikenbah,1,0,0,0,0,0,0,0,0,1,0,0
Nillup,1,0,0,0,0,0,0,0,0,0,0,1
Nimmtabell,1,0,0,0,0,1,0,0,0,0,0,0
No Fixed Address,1,0,0,0,0,0,0,0,0,0,0,1
Nodding,1,0,0,0,0,0,0,0,0,0,0,1
Noradjuha,1,0,0,0,0,1,0,0,0,0,0,0
Norah Head,1,0,1,0,0,0,0,0,0,0,0,0
Noranda (Wa),1,0,0,0,0,0,0,0,0,0,0,1
Norlane West,1,0,0,0,0,0,0,0,0,0,0,1
Normamhurst,1,0,0,0,0,0,0,0,0,0,0,1
Norseman,1,0,0,0,0,0,0,0,0,0,0,1
North Aramara,1,0,0,0,0,0,0,0,0,0,1,0
North Booval Ipswich,1,0,0,0,0,0,0,0,1,0,0,0
North Braddon,1,0,0,0,0,0,0,0,1,0,0,0
North Brighton,1,0,0,0,0,0,0,0,1,0,0,0
North Casino,1,0,0,0,0,0,0,0,1,0,0,0
North Caulfield,1,0,0,0,0,0,0,0,1,0,0,0
North Coogee,1,0,0,0,0,0,0,0,1,0,0,0
North Deep Creek,1,0,0,0,1,0,0,0,0,0,0,0
North Epping,1,0,0,0,1,0,0,0,0,0,0,0
North Hobart,1,0,0,0,0,0,0,0,0,0,1,0
North Lampton,1,0,0,0,0,0,0,0,0,0,0,1
North Lismore,1,0,0,0,1,0,0,0,0,0,0,0
North Meclean,1,0,0,0,0,0,0,0,1,0,0,0
North Narooma,1,0,0,0,0,0,0,0,1,0,0,0
North Rockhampton,1,0,0,0,0,1,0,0,0,0,0,0
North Shields,1,0,0,0,0,0,0,0,0,0,0,1
North St Mary’S,1,0,0,0,0,0,0,0,0,0,0,1
North St. Marys,1,0,0,0,0,0,0,0,0,0,0,1
North Star,1,0,0,0,0,0,0,0,0,0,1,0
North Stmarrys,1,0,0,0,0,0,0,0,0,0,0,1
North Stmarys,1,0,0,0,0,0,0,0,0,0,0,1
North Stradbroke Island,1,0,0,0,0,0,0,0,0,0,1,0
North Tamborine,1,0,0,0,0,0,0,0,0,0,0,1
North Wagga Wagg,1,0,0,0,0,0,0,0,1,0,0,0
North Wagga Wagga,1,0,0,0,0,0,0,0,1,0,0,0
North Ward Townsville,1,0,0,0,0,0,0,0,0,0,0,1
North Warrandyte,1,0,0,0,0,0,0,0,1,0,0,0
North Willoughby,1,0,0,0,1,0,0,0,0,0,0,0
Northdown,1,0,0,0,0,0,1,0,0,0,0,0
Northlands,1,0,0,0,0,0,0,0,1,0,0,0
Norwell,1,0,0,0,0,0,0,0,0,0,0,1
Notlane,1,0,0,0,0,0,0,0,0,1,0,0
Novar Gardens,1,0,0,0,0,0,0,0,0,0,0,1
Nowra Hill,1,0,0,0,0,0,0,0,0,0,0,1
Nsw Sydney,1,0,0,0,0,1,0,0,0,0,0,0
Nth. Albury,1,0,0,0,0,0,0,0,1,0,0,0
Nullagine,1,0,0,0,0,0,0,0,0,0,1,0
Numbucca Heads,1,0,0,0,0,0,0,0,0,0,0,1
Nungarin,1,0,0,0,0,0,0,0,1,0,0,0
Nyah,1,0,0,0,0,0,0,0,0,0,0,1
Nymboida,1,0,0,0,0,0,0,0,0,0,0,1
O'Connell,1,0,0,0,0,0,0,0,0,0,0,1
O’Connell,1,0,0,0,0,0,0,0,0,0,0,1
"O’Connell, Gladstone ",1,0,0,0,0,0,0,0,1,0,0,0
O'Connor,1,0,0,0,1,0,0,0,0,0,0,0
O’Halloran Hill,1,0,0,0,0,0,0,0,1,0,0,0
O’Sullivan Beach,1,0,0,0,0,0,0,0,0,0,0,1
Oakdowns,1,0,0,0,0,1,0,0,0,0,0,0
Oakenden,1,0,0,0,0,0,0,0,0,0,0,1
Oakey Park,1,0,0,0,0,1,0,0,0,0,0,0
Oakflats,1,0,0,0,0,0,0,0,0,0,0,1
Oakford,1,0,0,0,0,0,0,0,0,0,0,1
Oakhampton,1,0,0,0,0,0,0,0,0,0,1,0
Oakhurst Gardens Maryborough,1,0,0,0,0,0,1,0,0,0,0,0
Oaklands Junction,1,0,0,0,0,0,0,0,1,0,0,0
Oaklands Park,1,0,0,0,0,0,0,0,0,0,1,0
Oakleigh,1,0,1,0,0,0,0,0,0,0,0,0
Ob Flat,1,0,0,0,0,0,0,0,0,0,0,1
Obriens Road  Port Macquarie,1,0,0,0,0,1,0,0,0,0,0,0
Ocean View,1,0,0,1,0,0,0,0,0,0,0,0
Oconner,1,0,0,0,0,0,0,0,0,0,1,0
Ogilvie Avenue,1,0,0,0,0,0,0,0,0,0,0,1
Old Erowal Bay,1,0,0,0,0,1,0,0,0,0,0,0
Old Grevillia,1,0,0,0,1,0,0,0,0,0,0,0
Old Reynella,1,0,0,0,0,0,0,0,0,0,0,1
Old Toongabbie,1,0,0,0,0,0,0,0,0,0,0,1
Omeo,1,0,0,0,0,0,0,0,1,0,0,0
Oonoonaba,1,0,0,0,0,1,0,0,0,0,0,0
Ooralea Mackay,1,0,0,0,0,0,0,0,1,0,0,0
Ophir,1,0,0,0,0,0,0,0,1,0,0,0
Orana,1,0,0,0,0,1,0,0,0,0,0,0
Orford,1,0,0,0,0,0,0,0,0,0,0,1
Ormuea,1,0,0,0,0,0,0,0,0,0,0,1
Osbourne Park,1,0,0,0,0,0,0,0,1,0,0,0
Ovingham,1,0,0,0,0,1,0,0,0,0,0,0
Owanyilla,1,0,0,0,0,0,0,0,0,0,0,1
Oyster Cove,1,0,0,0,1,0,0,0,0,0,0,0
Pacific Pine,1,0,0,0,0,0,0,0,1,0,0,0
Pacific Pinea,1,0,0,0,0,0,0,0,0,0,0,1
Page,1,0,0,0,0,0,0,0,0,0,0,1
Pakenham Upper,1,0,0,0,0,0,0,0,0,0,0,1
Palana,1,0,0,0,0,1,0,0,0,0,0,0
Palm Grove,1,0,0,0,0,0,0,0,0,0,1,0
Palmbeach,1,0,0,0,0,0,0,0,0,0,0,1
Palmerston City,1,0,0,0,0,0,0,0,0,0,1,0
Paluma Way East,1,0,0,0,0,1,0,0,0,0,0,0
Panton Hill,1,0,0,0,0,0,0,0,0,0,0,1
Parahills,1,0,0,0,0,0,0,0,0,0,0,1
Paridise Point,1,0,0,0,1,0,0,0,0,0,0,0
Paringa,1,0,0,0,0,0,0,0,0,0,1,0
Park Aveune,1,0,0,0,0,0,0,0,0,0,0,1
Park Grove,1,0,0,0,0,0,0,0,0,0,1,0
Parklea,1,0,0,0,0,0,0,0,0,0,0,1
Parkurst,1,0,0,0,0,0,0,0,0,0,0,1
Parra Hills West,1,0,0,0,0,0,0,0,0,0,0,1
Parrakie,1,0,0,0,0,0,0,0,0,0,1,0
Parryville,1,0,0,0,1,0,0,0,0,0,0,0
Pasadena,1,0,0,0,1,0,0,0,0,0,0,0
Paton Street Woy Woy,1,0,0,0,0,0,0,0,0,0,1,0
Payneham,1,0,0,0,0,0,0,0,1,0,0,0
Payneham South,1,0,0,0,0,0,0,0,1,0,0,0
Peak Crossing,1,0,0,0,0,1,0,0,0,0,0,0
Pegs Creek/Karratha,1,0,0,0,0,0,0,0,1,0,0,0
Pejar,1,0,0,0,0,1,0,0,0,0,0,0
Pelican Point,1,0,0,0,0,0,0,0,1,0,0,0
Pemulway,1,0,0,0,0,0,0,0,1,0,0,0
Pemulwuy,1,0,0,0,0,0,0,0,0,0,0,1
Pemuwluy,1,0,0,0,0,0,0,0,0,0,0,1
Penrith Bc,1,0,0,0,0,0,0,0,1,0,0,0
Peppermint Grove,1,0,0,0,0,0,0,0,1,0,0,0
Peranga,1,0,0,0,0,0,0,0,0,0,0,1
Perup,1,0,0,0,0,0,0,0,0,0,1,0
Pettertree St,1,0,0,0,0,0,0,0,0,1,0,0
Philip,1,0,0,0,1,0,0,0,0,0,0,0
Pialba/Hervey Bay,1,0,0,0,0,0,0,0,0,0,1,0
Pie Creek,1,0,0,0,0,0,0,0,0,0,0,1
Pilliga,1,0,0,0,0,0,0,0,0,0,0,1
Pimpam,1,0,0,0,0,0,1,0,0,0,0,0
Pimpima,1,0,0,0,0,0,1,0,0,0,0,0
Pindimar,1,0,0,0,0,0,0,0,1,0,0,0
Pine Forest Rd,1,0,0,0,0,1,0,0,0,0,0,0
Pinelands,1,0,0,0,0,0,0,0,1,0,0,0
Pipers River,1,0,0,0,0,0,0,0,1,0,0,0
Pirrama,1,0,0,0,0,0,0,0,0,0,0,1
Pirron Yallock,1,0,0,0,0,0,0,0,1,0,0,0
Placid Hills,1,0,0,0,0,0,0,0,0,0,1,0
Plant Street,1,0,0,0,0,1,0,0,0,0,0,0
Pleasure Point,1,0,1,0,0,0,0,0,0,0,0,0
Plenty,1,0,0,0,0,0,0,0,1,0,0,0
Po Box 691,1,0,0,0,0,1,0,0,0,0,0,0
Point Lonsdale,1,0,0,0,0,0,0,0,0,0,1,0
Point Piper,1,0,0,0,0,0,0,0,1,0,0,0
Point Samson,1,0,0,0,0,1,0,0,0,0,0,0
Pointcook,1,0,0,0,0,0,0,0,0,0,0,1
Popanyinning,1,0,0,0,0,0,0,0,0,0,0,1
Port,1,0,0,0,0,0,0,0,0,0,0,1
Port Campbell,1,0,0,0,0,1,0,0,0,0,0,0
Port Kenny,1,0,0,0,0,0,0,0,0,0,0,1
Port Macdonnell,1,0,0,0,0,0,0,0,0,0,0,1
Port Macquarie Bc,1,0,0,0,0,0,0,0,0,0,0,1
Port Macquarie;Nsw,1,0,0,0,0,0,0,0,0,0,0,1
Port Noarlunga South,1,0,0,0,0,0,0,0,0,0,0,1
Port Sorrel,1,0,0,0,1,0,0,0,0,0,0,0
Port Stephens,1,0,0,0,0,0,0,0,1,0,0,0
Portland North,1,0,0,0,0,0,0,0,0,0,1,0
Portmacquarie,1,0,0,0,0,0,0,0,0,0,0,1
Postmans Ridge,1,0,1,0,0,0,0,0,0,0,0,0
Pottery Estate Lithgow,1,0,0,0,0,0,0,0,0,0,1,0
Potts Point 1335,1,0,0,0,1,0,0,0,0,0,0,0
Ppon Saan Rd. Po. Box 293,1,0,0,0,0,1,0,0,0,0,0,0
Prahan,1,0,0,0,0,0,0,0,0,0,0,1
Preolenna,1,0,0,0,0,0,0,0,0,0,1,0
Preston Beach,1,0,0,0,0,1,0,0,0,0,0,0
Preston Boundary Rd,1,0,0,0,0,1,0,0,0,0,0,0
Primbee,1,0,0,0,0,0,1,0,0,0,0,0
Primrose Sands,1,0,0,0,0,0,0,0,0,0,0,1
Prince Henry Heights,1,0,0,0,0,1,0,0,0,0,0,0
Princes Hill,1,0,0,0,0,0,0,0,0,1,0,0
Prospect Valetas,1,0,0,0,0,0,0,0,0,0,1,0
Prosserpine,1,0,0,0,0,0,0,0,0,0,0,1
Pt Augusta,1,0,0,0,0,1,0,0,0,0,0,0
Pyramid Hill,1,0,0,0,0,0,0,0,1,0,0,0
Pyrmont.,1,0,0,0,1,0,0,0,0,0,0,0
Quairading,1,0,0,0,0,0,0,0,0,0,1,0
Quakershill,1,0,0,0,0,0,0,0,0,0,0,1
Quambatook,1,0,0,0,0,0,0,0,0,0,0,1
Quambone,1,0,0,0,0,1,0,0,0,0,0,0
Quarry Hill,1,0,0,0,0,0,0,0,0,0,0,1
Queanbeyan West,1,0,0,0,0,1,0,0,0,0,0,0
Queensland,1,0,0,0,0,0,0,0,1,0,0,0
Quilpie,1,0,0,0,0,0,0,0,0,0,1,0
Quindalup,1,0,0,0,1,0,0,0,0,0,0,0
Quinn’S,1,0,0,0,0,0,0,0,0,0,0,1
Quipolly,1,0,0,0,0,0,0,0,0,0,0,1
Quoiba,1,0,0,0,0,0,0,0,1,0,0,0
Radan,1,0,0,0,0,0,0,0,0,0,0,1
Railton,1,0,0,0,0,0,1,0,0,0,0,0
Rainbowflat,1,0,0,0,0,0,0,0,0,0,0,1
Ranelagh,1,0,0,0,0,0,0,0,0,0,1,0
Ranford,1,0,0,0,0,0,0,0,0,1,0,0
Rangewood,1,0,0,0,0,1,0,0,0,0,0,0
Rankin'S Springs,1,0,0,0,0,0,0,0,0,0,0,1
Ransome,1,0,0,0,0,0,0,0,0,0,1,0
Rappville,1,0,0,0,0,0,0,0,1,0,0,0
Rasmussan,1,0,0,0,0,1,0,0,0,0,0,0
Rathmimes,1,0,0,0,0,0,0,0,0,0,1,0
Raworth,1,0,0,0,0,0,0,0,1,0,0,0
Raymond Avenue,1,0,0,0,0,0,0,0,0,0,0,1
Raywood,1,0,0,0,0,0,0,0,0,0,1,0
Rdfernvale,1,0,0,0,1,0,0,0,0,0,0,0
Red Bank Plains,1,0,0,0,0,0,0,0,1,0,0,0
Red Head,1,0,1,0,0,0,0,0,0,0,0,0
Redan,1,0,0,0,0,0,0,0,0,1,0,0
Redbank Creek,1,0,0,0,0,0,0,0,0,0,0,1
Redbankplains,1,0,0,0,0,0,0,0,0,0,0,1
Redcliff,1,0,0,0,1,0,0,0,0,0,0,0
Reddestone,1,0,0,0,0,0,0,0,1,0,0,0
Reesville,1,0,0,0,0,0,0,0,0,0,0,1
Regency Downs 4341,1,0,0,0,0,1,0,0,0,0,0,0
Regents Park Browns Plains,1,0,0,0,0,1,0,0,0,0,0,0
Regentville,1,0,0,0,0,0,0,0,0,0,1,0
Renown Park,1,0,0,0,0,0,0,0,0,0,0,1
Repentance Creek,1,0,0,0,0,0,0,0,0,0,0,1
Reservior,1,0,0,0,0,0,0,0,0,0,0,1
Resevoir,1,0,0,0,0,0,0,0,0,0,0,1
Revsby,1,0,0,0,0,0,0,0,0,0,0,1
"Richmond, Nsw, 2753",1,0,0,0,0,0,0,0,1,0,0,0
Ried,1,0,0,0,0,0,0,0,0,0,0,1
Rifle Range,1,0,0,0,0,0,0,0,0,0,0,1
Rigney Rd Tanilba Bay,1,0,0,0,0,0,0,0,0,1,0,0
Risdon Park,1,0,0,0,0,1,0,0,0,0,0,0
Risk Road Humpty Doo,1,0,0,0,1,0,0,0,0,0,0,0
Riverheads,1,0,0,0,0,0,0,0,0,0,0,1
Riverside Launceston,1,0,0,0,0,0,0,0,0,0,0,1
Roberts Street,1,0,0,0,0,0,0,0,0,0,1,0
Robinson,1,0,0,0,0,0,0,0,0,0,0,1
Robinvale,1,0,0,0,0,0,0,0,0,0,0,1
Rochedale  South,1,0,0,0,0,0,0,0,1,0,0,0
Rochedale Sou7Th,1,0,0,0,0,0,0,0,0,0,0,1
Rock Valley,1,0,0,0,0,1,0,0,0,0,0,0
"Rockhampton, Frenchville",1,0,0,0,0,0,0,0,0,0,0,1
Rockleigh,1,0,0,0,0,0,0,0,1,0,0,0
Rockypoint,1,0,0,0,0,0,0,0,0,0,0,1
Rockyview,1,0,0,0,0,0,0,0,1,0,0,0
Rodeo Drive Green Valley,1,0,0,0,0,0,0,0,0,0,1,0
Roebourne,1,0,0,0,0,0,0,0,0,0,1,0
Romaine,1,0,0,0,0,0,1,0,0,0,0,0
Rosa Brook,1,0,0,0,0,0,0,0,0,0,0,1
Rose Park,1,1,0,0,0,0,0,0,0,0,0,0
Rosebrook,1,0,0,0,1,0,0,0,0,0,0,0
Rosegarland,1,0,0,0,0,0,0,0,1,0,0,0
Rosemedow,1,0,0,0,0,0,0,0,0,1,0,0
Rosetta,1,0,0,0,1,0,0,0,0,0,0,0
Rosney,1,0,0,0,0,0,0,0,0,0,0,1
Ross Creek,1,0,0,0,1,0,0,0,0,0,0,0
Rossmore,1,0,0,0,0,0,0,0,0,1,0,0
Rossmoyne,1,0,0,0,0,0,0,0,0,0,1,0
Rossville,1,0,0,0,0,1,0,0,0,0,0,0
Rottnest Island,1,0,0,0,0,0,0,0,0,0,0,1
Rowlands St  Beacon Wa,1,0,0,0,0,0,0,0,0,0,1,0
Rowvilke,1,0,0,0,0,0,0,0,0,0,1,0
Roxby Downs,1,0,0,0,0,0,0,0,0,0,0,1
Royston,1,0,0,0,0,0,1,0,0,0,0,0
Rujruj,1,0,0,0,0,0,0,0,0,0,0,1
Rules Beach,1,0,0,0,1,0,0,0,0,0,0,0
Rules Beach - Qld,1,0,0,0,0,0,1,0,0,0,0,0
Runaway Bay Gold Coast,1,0,0,0,0,0,0,0,1,0,0,0
Rundle Mall Adelaide,1,0,0,0,0,0,0,0,0,0,1,0
Running Stream,1,0,0,0,0,0,0,0,0,0,0,1
Runnymede,1,0,0,0,0,0,0,0,0,0,0,1
Rushworth,1,0,0,0,0,0,1,0,0,0,0,0
Russel Island,1,0,0,0,0,0,0,0,0,1,0,0
Russell Vale,1,0,0,0,0,0,0,0,0,1,0,0
Rutherglen,1,0,0,0,1,0,0,0,0,0,0,0
Rye Park,1,0,0,0,0,0,0,0,0,0,1,0
S,1,0,0,0,0,0,0,0,0,0,0,1
Sadadean  Alice Springs,1,0,0,0,0,0,0,0,0,0,0,1
Sadliers Crossing,1,0,0,0,0,0,0,0,0,0,0,1
Saftey Bay,1,0,0,0,0,0,0,0,0,0,0,1
Sailors Hill,1,0,0,0,0,0,0,0,0,0,0,1
Saint Arnaud,1,0,0,0,0,0,0,0,0,0,1,0
Saint Arnaud East,1,0,0,0,0,1,0,0,0,0,0,0
Saint George,1,0,0,0,0,0,0,0,0,0,1,0
Saint Kilda,1,0,0,0,0,0,0,0,1,0,0,0
Saint Mary’S,1,0,0,0,0,0,0,0,0,0,0,1
Salt Ash,1,0,0,0,0,1,0,0,0,0,0,0
Saltwater River,1,0,0,0,0,0,1,0,0,0,0,0
Samford,1,0,0,0,0,0,0,0,1,0,0,0
Samford Valley,1,0,0,0,1,0,0,0,0,0,0,0
Samsonvale,1,0,0,0,0,0,0,0,0,1,0,0
Sandover,1,0,0,0,0,0,0,0,0,0,1,0
Sandstones Point,1,0,1,0,0,0,0,0,0,0,0,0
Sandy Crossing,1,0,0,0,0,0,0,0,0,0,0,1
Sandy Hollow,1,0,0,0,0,0,0,0,0,0,1,0
Sandybeach,1,0,0,0,0,0,0,0,0,1,0,0
Sanremo,1,0,0,0,0,0,0,0,0,0,0,1
Sapphire,1,0,0,0,1,0,0,0,0,0,0,0
Saratoga,1,0,0,0,0,0,0,0,1,0,0,0
"Sarina Post Office, Sarina",1,0,0,0,1,0,0,0,0,0,0,0
Sarsfield,1,0,0,0,0,0,0,0,0,0,1,0
Saville Grove,1,0,0,0,0,0,0,0,0,0,0,1
Sawmill Settlement,1,0,0,0,0,0,0,0,0,0,1,0
Sawyers Gully,1,0,0,0,0,0,0,0,0,0,1,0
Sawyers Valley,1,0,0,0,0,0,0,0,0,0,0,1
Scamander,1,0,0,0,0,0,0,0,0,0,1,0
Scofields,1,0,0,0,0,0,0,0,1,0,0,0
Scottsdale,1,0,0,0,0,0,0,0,0,0,1,0
Seaholme,1,0,0,0,0,0,0,0,0,0,0,1
Sealake,1,0,0,0,0,0,0,0,0,0,0,1
Seaveiw Downs,1,0,0,0,0,0,0,0,1,0,0,0
Seelands,1,0,0,0,0,0,0,0,1,0,0,0
Sellicks Beach,1,0,0,0,0,0,0,0,0,0,0,1
Seppings,1,0,0,0,0,0,0,0,0,0,1,0
Serpentine,1,0,0,0,0,0,0,0,1,0,0,0
Seventeen Mile Rocks,1,0,0,0,0,0,0,0,0,1,0,0
Seventeen Seventy,1,0,0,0,0,0,0,0,1,0,0,0
Severnlea,1,0,0,0,0,0,0,0,0,0,1,0
Seville Grove Wa  Australia,1,0,0,0,0,1,0,0,0,0,0,0
Shanes Park,1,0,0,0,0,0,0,0,0,0,0,1
Sharon,1,0,0,0,0,0,0,0,0,0,0,1
Sheahan Av Guildford,1,0,0,0,0,0,0,0,0,0,1,0
Shelford,1,0,0,0,0,1,0,0,0,0,0,0
Shellcove,1,0,0,0,0,0,0,0,1,0,0,0
Shellharbour City Centre,1,0,0,0,0,0,0,0,0,0,0,1
Shelly Beach,1,0,0,0,1,0,0,0,0,0,0,0
Shenton Park,1,0,0,0,0,0,0,0,0,0,0,1
Shepparton East,1,0,0,0,0,0,0,0,0,0,1,0
Sheppaton,1,0,0,0,0,0,0,0,1,0,0,0
Shoal Bay,1,0,0,0,0,0,0,0,0,0,0,1
Short,1,0,0,0,0,0,0,0,0,0,0,1
Shute Harbour,1,0,0,0,0,0,0,0,0,0,0,1
Silkwood,1,0,0,0,0,0,0,0,0,0,1,0
Silvan,1,0,0,0,0,1,0,0,0,0,0,0
Silverash Street Upper Caboolture,1,0,0,0,0,1,0,0,0,0,0,0
Silversands,1,0,0,0,0,0,0,0,0,0,1,0
Silversands Mandurah,1,0,0,0,0,0,0,0,0,0,1,0
Sinagra,1,0,0,0,0,0,0,0,1,0,0,0
Skillion Flat,1,0,0,0,0,1,0,0,0,0,0,0
Slacks Creek 4127,1,0,0,0,0,0,0,0,0,0,0,1
Slacks Creel,1,0,0,0,0,0,0,0,0,0,0,1
Slade Point Mackay,1,0,0,0,1,0,0,0,0,0,0,0
"Slade Point, Mackay",1,0,0,0,0,0,0,0,1,0,0,0
Sladevale,1,0,0,0,0,0,0,0,1,0,0,0
Smeaton Grange,1,0,0,0,0,0,0,0,0,0,1,0
Smith'S Creek,1,0,0,0,0,0,0,0,0,0,0,1
Smithfield 2164,1,0,0,0,0,0,0,0,0,1,0,0
Smithfield Plans,1,0,0,0,0,0,0,0,1,0,0,0
Smithfield West,1,0,0,0,0,0,0,0,0,0,1,0
Smiths Beach,1,0,0,0,0,1,0,0,0,0,0,0
Smiths Creek,1,0,0,0,0,1,0,0,0,0,0,0
Smithtown,1,0,0,0,0,0,0,0,0,0,1,0
Snowy Plains,1,0,0,0,0,0,0,0,1,0,0,0
Sofala,1,0,0,0,1,0,0,0,0,0,0,0
Somersby,1,0,0,0,0,0,0,0,0,0,1,0
Somerset Dam,1,0,0,0,0,1,0,0,0,0,0,0
"Somerville, Kalgoorlie",1,0,0,0,0,0,0,0,0,0,1,0
Sorell Creek,1,0,0,0,0,0,0,0,0,0,0,1
Sorrento,1,0,0,0,0,0,0,0,1,0,0,0
South  Mackay,1,0,0,0,0,0,0,0,0,0,0,1
South Albury,1,1,0,0,0,0,0,0,0,0,0,0
South Boulder,1,0,0,0,0,0,0,0,0,1,0,0
South Bowenfels,1,0,1,0,0,0,0,0,0,0,0,0
South Bundaberg,1,0,0,0,0,0,0,0,1,0,0,0
South Cranbourne,1,0,0,0,0,0,0,0,0,0,0,1
South Dudley,1,0,0,0,0,0,0,0,0,0,1,0
South Golden Beach,1,0,0,0,0,0,0,0,0,0,0,1
South Gundurimba,1,0,0,0,0,0,0,0,0,0,0,1
South Hedla,1,0,0,0,0,0,0,0,1,0,0,0
South Hurstville,1,0,0,0,1,0,0,0,0,0,0,0
South Innisfail,1,0,0,0,0,0,0,0,1,0,0,0
South Kolan,1,0,0,0,0,0,0,0,1,0,0,0
South Lake Perth,1,0,0,0,0,0,0,0,1,0,0,0
South Littleton,1,0,0,0,0,0,0,0,0,0,0,1
South Mackay Paget,1,0,0,0,0,0,0,0,0,0,1,0
South St,1,0,0,0,0,0,0,0,0,0,1,0
South Toowwoomba,1,0,0,0,0,0,0,0,0,0,0,1
South Turramurra,1,0,0,0,0,0,0,0,0,0,1,0
South West Rocks;Nsw,1,0,0,0,0,0,0,0,0,0,0,1
Southlakes,1,0,0,0,0,0,0,0,1,0,0,0
Southmackay,1,0,0,0,1,0,0,0,0,0,0,0
Southperth,1,0,0,0,0,0,0,0,0,0,1,0
Southport Bc,1,0,0,0,0,0,0,0,1,0,0,0
Southside;Qld,1,0,0,0,0,1,0,0,0,0,0,0
Speerspoint,1,0,0,0,0,0,0,0,0,1,0,0
Spencer,1,0,0,0,0,0,0,0,0,0,0,1
Sprayton,1,0,0,0,0,0,0,0,1,0,0,0
Spreyton,1,0,0,0,0,1,0,0,0,0,0,0
"Spring Mountain, Brisbane",1,0,0,0,0,0,0,0,1,0,0,0
Springfarm,1,0,0,0,0,0,0,0,1,0,0,0
Springfield Central,1,0,0,0,0,1,0,0,0,0,0,0
Springhill Brisbane,1,0,0,0,0,0,0,0,0,1,0,0
Springside,1,0,0,0,0,0,0,0,1,0,0,0
Springton,1,1,0,0,0,0,0,0,0,0,0,0
Springvale South,1,0,0,0,0,0,0,0,1,0,0,0
St Albans Park,1,0,0,0,0,0,0,0,0,0,0,1
St Clair Nsw,1,0,0,0,0,0,0,0,0,1,0,0
St Eglinton,1,0,0,0,1,0,0,0,0,0,0,0
St George St Mungindi,1,0,0,0,0,0,0,0,0,0,1,0
St Georges Basin,1,0,0,0,0,0,0,0,1,0,0,0
St Germains,1,0,0,0,0,0,0,0,1,0,0,0
St Helen Park,1,0,0,0,0,0,1,0,0,0,0,0
St Huberts Island,1,0,0,0,0,0,0,0,0,0,0,1
St Johns Park,1,0,0,0,0,0,0,0,0,0,0,1
St Kilda (Vic),1,0,0,0,0,0,0,0,0,0,0,1
St Kilda Eat,1,0,0,0,0,0,0,0,0,0,1,0
St Lucia South,1,0,0,0,0,0,0,0,0,0,0,1
St Mary,1,0,0,0,0,0,0,0,0,0,0,1
St Morris,1,0,0,0,0,1,0,0,0,0,0,0
St.Albans,1,0,0,0,0,0,0,0,0,0,0,1
St.Leonards,1,0,0,0,0,0,0,0,0,0,0,1
Stafford Hts,1,0,0,0,0,1,0,0,0,0,0,0
Stake Hill,1,0,0,0,1,0,0,0,0,0,0,0
Stanhill Drive Surfers Paradise,1,0,0,0,0,0,0,0,0,0,1,0
Stanhope,1,0,0,0,0,0,0,0,0,0,0,1
Stanley,1,0,0,0,0,0,0,0,1,0,0,0
Stanthorpe Qld,1,0,0,0,1,0,0,0,0,0,0,0
